name,p0010001_2020,p0010002_2020,p0010003_2020,p0010004_2020,p0010005_2020,p0010006_2020,p0010007_2020,p0010008_2020,p0010009_2020,p0010010_2020,p0010011_2020,p0010012_2020,p0010013_2020,p0010014_2020,p0010015_2020,p0010016_2020,p0010017_2020,p0010018_2020,p0010019_2020,p0010020_2020,p0010021_2020,p0010022_2020,p0010023_2020,p0010024_2020,p0010025_2020,p0010026_2020,p0010027_2020,p0010028_2020,p0010029_2020,p0010030_2020,p0010031_2020,p0010032_2020,p0010033_2020,p0010034_2020,p0010035_2020,p0010036_2020,p0010037_2020,p0010038_2020,p0010039_2020,p0010040_2020,p0010041_2020,p0010042_2020,p0010043_2020,p0010044_2020,p0010045_2020,p0010046_2020,p0010047_2020,p0010048_2020,p0010049_2020,p0010050_2020,p0010051_2020,p0010052_2020,p0010053_2020,p0010054_2020,p0010055_2020,p0010056_2020,p0010057_2020,p0010058_2020,p0010059_2020,p0010060_2020,p0010061_2020,p0010062_2020,p0010063_2020,p0010064_2020,p0010065_2020,p0010066_2020,p0010067_2020,p0010068_2020,p0010069_2020,p0010070_2020,p0010071_2020,p0010001_2010,p0010002_2010,p0010003_2010,p0010004_2010,p0010005_2010,p0010006_2010,p0010007_2010,p0010008_2010,p0010009_2010,p0010010_2010,p0010011_2010,p0010012_2010,p0010013_2010,p0010014_2010,p0010015_2010,p0010016_2010,p0010017_2010,p0010018_2010,p0010019_2010,p0010020_2010,p0010021_2010,p0010022_2010,p0010023_2010,p0010024_2010,p0010025_2010,p0010026_2010,p0010027_2010,p0010028_2010,p0010029_2010,p0010030_2010,p0010031_2010,p0010032_2010,p0010033_2010,p0010034_2010,p0010035_2010,p0010036_2010,p0010037_2010,p0010038_2010,p0010039_2010,p0010040_2010,p0010041_2010,p0010042_2010,p0010043_2010,p0010044_2010,p0010045_2010,p0010046_2010,p0010047_2010,p0010048_2010,p0010049_2010,p0010050_2010,p0010051_2010,p0010052_2010,p0010053_2010,p0010054_2010,p0010055_2010,p0010056_2010,p0010057_2010,p0010058_2010,p0010059_2010,p0010060_2010,p0010061_2010,p0010062_2010,p0010063_2010,p0010064_2010,p0010065_2010,p0010066_2010,p0010067_2010,p0010068_2010,p0010069_2010,p0010070_2010,p0010071_2010,p0010001_change,p0010002_change,p0010003_change,p0010004_change,p0010005_change,p0010006_change,p0010007_change,p0010008_change,p0010009_change,p0010010_change,p0010011_change,p0010012_change,p0010013_change,p0010014_change,p0010015_change,p0010016_change,p0010017_change,p0010018_change,p0010019_change,p0010020_change,p0010021_change,p0010022_change,p0010023_change,p0010024_change,p0010025_change,p0010026_change,p0010027_change,p0010028_change,p0010029_change,p0010030_change,p0010031_change,p0010032_change,p0010033_change,p0010034_change,p0010035_change,p0010036_change,p0010037_change,p0010038_change,p0010039_change,p0010040_change,p0010041_change,p0010042_change,p0010043_change,p0010044_change,p0010045_change,p0010046_change,p0010047_change,p0010048_change,p0010049_change,p0010050_change,p0010051_change,p0010052_change,p0010053_change,p0010054_change,p0010055_change,p0010056_change,p0010057_change,p0010058_change,p0010059_change,p0010060_change,p0010061_change,p0010062_change,p0010063_change,p0010064_change,p0010065_change,p0010066_change,p0010067_change,p0010068_change,p0010069_change,p0010070_change,p0010071_change
Peachtree Battle Alliance,1506,1434,1403,5,0,13,0,13,72,69,11,11,8,0,35,3,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.0,1436.0,1392.0,13.0,2.0,23.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046560111188325225,-0.001392757660167131,0.007902298850574713,-0.6153846153846154,-1.0,-0.43478260869565216,-1.0,3.3333333333333335,23.0,22.0,10.0,10.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Park,531,497,482,4,1,5,0,5,34,34,1,6,3,0,18,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.0,532.0,507.0,15.0,0.0,3.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056179775280898875,-0.06578947368421052,-0.04930966469428008,-0.7333333333333333,,0.6666666666666666,,-0.2857142857142857,16.0,16.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildwood (NPU-C),2831,2680,2019,448,1,164,4,44,151,142,31,11,19,0,67,4,1,0,7,0,0,1,0,0,1,9,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.0,1875.0,1635.0,109.0,1.0,114.0,0.0,16.0,18.0,17.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4955097728473323,0.42933333333333334,0.23486238532110093,3.110091743119266,0.0,0.43859649122807015,,1.75,7.388888888888889,7.352941176470588,14.5,4.5,1.1111111111111112,,,,,,,,,,-1.0,,,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collier Hills North,232,208,182,6,2,4,0,14,24,23,1,7,4,0,5,0,0,0,2,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0,230.0,223.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,-0.09565217391304348,-0.18385650224215247,5.0,,-0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beecher Hills,478,464,22,435,2,0,0,5,14,14,4,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.0,580.0,16.0,562.0,0.0,1.0,0.0,1.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19392917369308602,-0.2,0.375,-0.22597864768683273,,-1.0,,4.0,0.07692307692307693,0.07692307692307693,0.3333333333333333,,,,,6.0,,,-0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westwood Terrace,747,722,71,641,0,4,0,6,25,24,9,0,1,0,4,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816.0,802.0,7.0,792.0,1.0,2.0,0.0,0.0,14.0,14.0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08455882352941177,-0.09975062344139651,9.142857142857142,-0.19065656565656566,-1.0,1.0,,,0.7857142857142857,0.7142857142857143,0.2857142857142857,,0.0,,,-0.75,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris Chiles,1273,1241,34,1196,0,4,0,7,32,31,0,6,5,0,3,11,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.0,730.0,9.0,720.0,1.0,0.0,0.0,0.0,11.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717948717948718,0.7,2.7777777777777777,0.6611111111111111,-1.0,,,,1.9090909090909092,1.8181818181818181,-1.0,,,,,10.0,,,-0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Villages at Castleberry Hill,1007,978,29,945,0,1,0,3,29,26,7,2,2,0,4,2,2,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.0,809.0,2.0,798.0,1.0,2.0,0.0,6.0,12.0,12.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22655298416565164,0.2088998763906057,13.5,0.18421052631578946,-1.0,-0.5,,-0.5,1.4166666666666667,1.1666666666666667,2.5,1.0,,,,-0.6666666666666666,1.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozley Park,2035,1971,163,1767,4,7,1,29,64,51,21,0,7,0,3,7,3,0,7,0,0,3,0,0,0,13,5,1,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756.0,1741.0,24.0,1706.0,1.0,4.0,0.0,6.0,15.0,14.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15888382687927108,0.13210798391728892,5.791666666666667,0.03575615474794842,3.0,0.75,,3.8333333333333335,3.2666666666666666,2.642857142857143,6.0,-1.0,6.0,,,0.0,,,2.5,,,,,,,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Park,1480,1412,103,1257,1,12,4,35,68,61,19,0,9,0,19,5,5,2,2,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.0,1097.0,38.0,1052.0,2.0,4.0,0.0,1.0,17.0,14.0,7.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32854578096947934,0.2871467639015497,1.7105263157894737,0.19486692015209126,-0.5,2.0,,34.0,3.0,3.357142857142857,1.7142857142857142,-1.0,,,18.0,0.0,,,,,,,,,,1.5,-1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
Knight Park/Howell Station,3362,3306,752,2471,4,50,0,29,56,46,13,8,15,0,6,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.0,2592.0,693.0,1834.0,5.0,29.0,0.0,31.0,47.0,47.0,7.0,5.0,9.0,0.0,5.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27396741189844637,0.27546296296296297,0.08513708513708514,0.3473282442748092,-0.2,0.7241379310344828,,-0.06451612903225806,0.19148936170212766,-0.02127659574468085,0.8571428571428571,0.6,0.6666666666666666,,0.2,-0.9411764705882353,2.0,,-1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vine City,3396,3223,135,3000,4,38,5,41,173,153,43,6,0,0,43,29,6,3,21,0,0,1,0,1,0,17,4,2,1,2,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818.0,2755.0,71.0,2646.0,6.0,10.0,0.0,22.0,63.0,57.0,20.0,1.0,2.0,1.0,1.0,20.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20511000709723207,0.16987295825771326,0.9014084507042254,0.13378684807256236,-0.3333333333333333,2.8,,0.8636363636363636,1.746031746031746,1.6842105263157894,1.15,5.0,-1.0,-1.0,42.0,0.45,0.5,,2.0,,,,,,-1.0,1.8333333333333333,-0.2,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,3307,3182,223,2888,13,15,0,43,125,115,52,7,5,0,17,16,4,1,12,0,0,1,0,0,0,10,3,2,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468.0,3415.0,84.0,3305.0,6.0,6.0,0.0,14.0,53.0,43.0,21.0,0.0,0.0,0.0,2.0,7.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046424452133794696,-0.06822840409956075,1.6547619047619047,-0.12617246596066567,1.1666666666666667,1.5,,2.0714285714285716,1.3584905660377358,1.6744186046511629,1.4761904761904763,,,,7.5,1.2857142857142858,-0.2,-0.5,1.4,,-1.0,,,,,0.42857142857142855,0.0,1.0,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,
Peoplestown,2788,2658,562,2021,12,36,0,27,130,121,43,6,15,0,36,9,7,0,5,0,0,0,0,0,0,9,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658.0,2592.0,249.0,2257.0,8.0,20.0,2.0,56.0,66.0,58.0,24.0,1.0,7.0,0.0,2.0,13.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04890895410082769,0.02546296296296296,1.2570281124497993,-0.10456357997341603,0.5,0.8,-1.0,-0.5178571428571429,0.9696969696969697,1.0862068965517242,0.7916666666666666,5.0,1.1428571428571428,,17.0,-0.3076923076923077,-0.2222222222222222,-1.0,4.0,,,,,,,0.5,0.6666666666666666,0.0,,-1.0,,,,,,,,,-1.0,,,,,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,
Summerhill,2241,2071,610,1361,4,65,0,31,170,147,44,12,17,0,37,11,6,1,18,0,0,0,1,0,0,21,12,3,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,1913.0,308.0,1531.0,3.0,48.0,1.0,22.0,61.0,46.0,15.0,2.0,4.0,0.0,1.0,11.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135258358662614,0.08259278619968635,0.9805194805194806,-0.11103853690398433,0.3333333333333333,0.3541666666666667,-1.0,0.4090909090909091,1.7868852459016393,2.1956521739130435,1.9333333333333333,5.0,3.25,,36.0,0.0,1.0,0.0,1.0,,,,,,,0.5,0.5,-0.25,,,,,,,,,,,,,,-1.0,,-1.0,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,
Castleberry Hill,1706,1608,441,1092,0,42,0,33,98,84,23,6,3,0,13,29,2,1,7,0,0,0,0,0,0,14,9,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198.0,1165.0,435.0,670.0,2.0,34.0,0.0,24.0,33.0,30.0,5.0,4.0,3.0,0.0,0.0,5.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4240400667779633,0.3802575107296137,0.013793103448275862,0.6298507462686567,-1.0,0.23529411764705882,,0.375,1.9696969696969697,1.8,3.6,0.5,0.0,,,4.8,-0.75,,1.3333333333333333,,,-1.0,,-1.0,,3.6666666666666665,8.0,,,,,,,,,,,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Auburn,3185,2970,843,1937,8,132,1,49,215,185,38,16,24,0,56,22,8,0,15,0,0,4,1,1,0,25,12,2,1,2,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827.0,1776.0,297.0,1450.0,2.0,18.0,0.0,9.0,51.0,39.0,14.0,2.0,0.0,0.0,3.0,12.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432950191570882,0.6722972972972973,1.8383838383838385,0.33586206896551724,3.0,6.333333333333333,,4.444444444444445,3.215686274509804,3.7435897435897436,1.7142857142857142,7.0,,,17.666666666666668,0.8333333333333334,3.0,-1.0,2.0,,,,,,,1.2727272727272727,0.3333333333333333,,,1.0,,,,,,,,,,,1.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
Marietta Street Artery,3392,3172,1432,889,5,789,5,52,220,212,36,26,38,3,90,8,4,0,5,0,0,0,0,2,0,8,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674.0,1600.0,721.0,729.0,5.0,122.0,0.0,23.0,74.0,64.0,18.0,7.0,14.0,0.0,3.0,6.0,5.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026284348864994,0.9825,0.986130374479889,0.2194787379972565,0.0,5.467213114754099,,1.2608695652173914,1.972972972972973,2.3125,1.0,2.7142857142857144,1.7142857142857142,,29.0,0.3333333333333333,-0.2,-1.0,-0.375,,,-1.0,,1.0,,0.14285714285714285,3.0,-0.5,,-1.0,,,,,0.0,,,,,,,,,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,
Sherwood Forest,541,512,474,10,0,20,0,8,29,26,2,3,11,0,7,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.0,544.0,502.0,26.0,0.0,10.0,0.0,6.0,8.0,8.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019927536231884056,-0.058823529411764705,-0.055776892430278883,-0.6153846153846154,,1.0,,0.3333333333333333,2.625,2.25,0.0,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loring Heights,2612,2387,1262,818,11,214,2,80,225,211,58,15,30,1,85,4,5,0,11,0,0,2,0,0,0,13,5,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806.0,1752.0,921.0,492.0,1.0,304.0,2.0,32.0,54.0,42.0,11.0,4.0,15.0,0.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44629014396456257,0.3624429223744292,0.3702497285559175,0.6626016260162602,10.0,-0.29605263157894735,0.0,1.5,3.1666666666666665,4.023809523809524,4.2727272727272725,2.75,1.0,,27.333333333333332,3.0,4.0,-1.0,0.8333333333333334,,,,,,,0.08333333333333333,-0.375,0.5,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
